query_id,permutation_id,doc_1,click_prob_1,relevance_score1,doc_2,click_prob_2,relevance_score2,doc_3,click_prob_3,relevance_score3,doc_4,click_prob_4,relevance_score4,doc_5,click_prob_5,relevance_score5,doc_6,click_prob_6,relevance_score6,doc_7,click_prob_7,relevance_score7,doc_8,click_prob_8,relevance_score8,doc_9,click_prob_9,relevance_score9,doc_10,click_prob_10,relevance_score10
1850,1,41,0.109,1,43,0.171,2,32,0.048,0,26,0.177,3,38,0.028,0,37,0.032,1,15,0.018,1,6,0.016,1,11,0.022,2,14,0.017,2
1850,2,11,0.19,2,32,0.061,0,37,0.077,1,15,0.054,1,14,0.078,2,6,0.032,1,26,0.057,3,41,0.016,1,38,0.008,0,43,0.017,2
1851,1,13,0.354,3,16,0.098,1,4,0.25,3,23,0.095,2,30,0.146,3,39,0.056,2,32,0.057,3,9,0.052,3,3,0.042,3,37,0.031,3
1851,2,23,0.19,2,3,0.317,3,37,0.25,3,30,0.177,3,13,0.146,3,39,0.056,2,9,0.057,3,32,0.052,3,16,0.013,1,4,0.031,3
1852,1,7,0.19,2,3,0.171,2,50,0.077,1,53,0.054,1,39,0.045,1,43,0.032,1,26,0.031,2,44,0.016,1,28,0.008,0,30,0.01,1
1852,2,26,0.19,2,3,0.171,2,28,0.048,0,43,0.054,1,30,0.045,1,50,0.032,1,39,0.018,1,53,0.016,1,7,0.022,2,44,0.01,1
1853,1,6,0.354,3,17,0.171,2,28,0.134,2,32,0.095,2,21,0.078,2,25,0.056,2,24,0.031,2,26,0.052,3,27,0.042,3,14,0.017,2
1853,2,21,0.19,2,26,0.317,3,17,0.134,2,28,0.095,2,25,0.078,2,24,0.056,2,32,0.031,2,27,0.052,3,14,0.022,2,6,0.031,3
1855,1,6,0.109,1,26,0.061,0,17,0.077,1,14,0.095,2,3,0.078,2,12,0.02,0,8,0.018,1,18,0.028,2,9,0.013,1,16,0.006,0
1855,2,3,0.19,2,26,0.061,0,12,0.048,0,9,0.054,1,6,0.045,1,8,0.032,1,14,0.031,2,16,0.01,0,18,0.022,2,17,0.01,1
1856,1,36,0.19,2,42,0.098,1,19,0.077,1,43,0.054,1,17,0.045,1,49,0.056,2,51,0.031,2,46,0.052,3,28,0.022,2,56,0.017,2
1856,2,46,0.354,3,36,0.171,2,43,0.077,1,19,0.054,1,42,0.045,1,56,0.056,2,17,0.018,1,51,0.028,2,28,0.022,2,49,0.017,2
1857,1,36,0.109,1,24,0.098,1,61,0.134,2,48,0.054,1,7,0.045,1,57,0.032,1,43,0.031,2,50,0.028,2,40,0.013,1,49,0.01,1
1857,2,57,0.109,1,43,0.171,2,61,0.134,2,36,0.054,1,24,0.045,1,50,0.056,2,7,0.018,1,48,0.016,1,49,0.013,1,40,0.01,1
1858,1,3,0.068,0,54,0.061,0,9,0.077,1,61,0.034,0,10,0.045,1,49,0.032,1,1,0.011,0,56,0.016,1,39,0.008,0,35,0.01,1
1858,2,39,0.068,0,49,0.098,1,61,0.048,0,35,0.054,1,54,0.028,0,3,0.02,0,10,0.018,1,56,0.016,1,1,0.008,0,9,0.01,1
1859,1,2,0.19,2,20,0.171,2,16,0.134,2,7,0.177,3,35,0.045,1,38,0.056,2,3,0.018,1,13,0.016,1,32,0.042,3,42,0.01,1
1859,2,3,0.109,1,42,0.098,1,20,0.134,2,2,0.095,2,16,0.078,2,7,0.104,3,32,0.057,3,13,0.016,1,38,0.022,2,35,0.01,1
1860,1,22,0.19,2,50,0.171,2,36,0.134,2,13,0.095,2,20,0.078,2,30,0.104,3,21,0.031,2,8,0.052,3,27,0.022,2,24,0.017,2
1860,2,50,0.19,2,8,0.317,3,27,0.134,2,36,0.095,2,20,0.078,2,30,0.104,3,24,0.031,2,13,0.028,2,21,0.022,2,22,0.017,2
1861,1,42,0.109,1,12,0.317,3,18,0.25,3,22,0.054,1,25,0.078,2,7,0.056,2,44,0.057,3,5,0.028,2,43,0.022,2,29,0.017,2
1861,2,43,0.19,2,25,0.171,2,12,0.25,3,7,0.095,2,44,0.146,3,42,0.032,1,29,0.031,2,5,0.028,2,18,0.042,3,22,0.01,1
1862,1,27,0.068,0,46,0.061,0,28,0.077,1,34,0.034,0,16,0.028,0,18,0.02,0,19,0.011,0,33,0.01,0,39,0.008,0,43,0.006,0
1862,2,34,0.068,0,46,0.061,0,39,0.048,0,18,0.034,0,16,0.028,0,28,0.032,1,43,0.011,0,19,0.01,0,27,0.008,0,33,0.006,0
1863,1,26,0.354,3,29,0.61,4,39,0.48,4,23,0.177,3,25,0.146,3,4,0.032,1,10,0.031,2,13,0.052,3,6,0.042,3,5,0.017,2
1863,2,5,0.19,2,6,0.317,3,13,0.25,3,26,0.177,3,25,0.146,3,39,0.2,4,29,0.11,4,23,0.052,3,10,0.022,2,4,0.01,1
1864,1,17,0.109,1,38,0.171,2,22,0.077,1,15,0.095,2,47,0.045,1,3,0.056,2,11,0.031,2,43,0.028,2,53,0.022,2,66,0.017,2
1864,2,17,0.109,1,47,0.098,1,43,0.134,2,15,0.095,2,11,0.078,2,38,0.056,2,53,0.031,2,22,0.016,1,3,0.022,2,66,0.017,2
1865,1,13,0.068,0,31,0.098,1,30,0.048,0,37,0.034,0,15,0.045,1,23,0.02,0,40,0.011,0,14,0.016,1,33,0.022,2,19,0.017,2
1865,2,13,0.068,0,37,0.061,0,30,0.048,0,23,0.034,0,19,0.078,2,33,0.056,2,14,0.018,1,31,0.016,1,40,0.008,0,15,0.01,1
1866,1,4,0.068,0,9,0.061,0,20,0.077,1,49,0.034,0,50,0.028,0,43,0.02,0,23,0.011,0,19,0.028,2,29,0.008,0,21,0.006,0
1866,2,50,0.068,0,21,0.061,0,43,0.048,0,49,0.034,0,9,0.028,0,23,0.02,0,19,0.031,2,29,0.01,0,20,0.013,1,4,0.006,0
1867,1,52,0.19,2,39,0.098,1,31,0.077,1,42,0.095,2,16,0.045,1,14,0.032,1,24,0.011,0,44,0.01,0,18,0.013,1,30,0.01,1
1867,2,30,0.109,1,14,0.098,1,18,0.077,1,16,0.054,1,39,0.045,1,31,0.032,1,24,0.011,0,42,0.028,2,44,0.008,0,52,0.017,2
1868,1,32,0.19,2,10,0.317,3,19,0.134,2,50,0.177,3,46,0.045,1,17,0.056,2,14,0.031,2,24,0.016,1,36,0.022,2,15,0.031,3
1868,2,10,0.354,3,15,0.317,3,36,0.134,2,14,0.095,2,46,0.045,1,24,0.032,1,32,0.031,2,50,0.052,3,17,0.022,2,19,0.017,2
1869,1,39,0.19,2,42,0.171,2,26,0.077,1,27,0.34,4,22,0.078,2,38,0.104,3,34,0.018,1,31,0.016,1,41,0.022,2,43,0.017,2
1869,2,22,0.19,2,41,0.171,2,34,0.077,1,26,0.054,1,31,0.045,1,38,0.104,3,43,0.031,2,42,0.028,2,27,0.08,4,39,0.017,2
1870,1,35,0.109,1,52,0.171,2,41,0.077,1,24,0.054,1,42,0.146,3,1,0.056,2,15,0.031,2,14,0.016,1,17,0.013,1,44,0.006,0
1870,2,17,0.109,1,15,0.171,2,44,0.048,0,14,0.054,1,1,0.078,2,24,0.032,1,35,0.018,1,41,0.016,1,52,0.022,2,42,0.031,3
1871,1,41,0.109,1,42,0.061,0,18,0.134,2,5,0.177,3,13,0.045,1,8,0.056,2,17,0.011,0,21,0.028,2,1,0.013,1,40,0.031,3
1871,2,17,0.068,0,13,0.098,1,42,0.048,0,8,0.095,2,40,0.146,3,1,0.032,1,5,0.057,3,18,0.028,2,21,0.022,2,41,0.01,1
1872,1,51,0.19,2,9,0.061,0,20,0.077,1,16,0.034,0,35,0.045,1,58,0.056,2,15,0.031,2,17,0.028,2,19,0.022,2,12,0.017,2
1872,2,19,0.19,2,15,0.171,2,12,0.134,2,20,0.054,1,16,0.028,0,17,0.056,2,51,0.031,2,9,0.01,0,58,0.022,2,35,0.01,1
1873,1,21,0.19,2,47,0.098,1,35,0.077,1,55,0.177,3,49,0.146,3,43,0.02,0,52,0.031,2,15,0.028,2,31,0.013,1,23,0.017,2
1873,2,55,0.354,3,21,0.171,2,52,0.134,2,49,0.177,3,47,0.045,1,31,0.032,1,23,0.031,2,43,0.01,0,35,0.013,1,15,0.017,2
1874,1,50,0.19,2,11,0.098,1,3,0.134,2,4,0.177,3,24,0.078,2,48,0.056,2,27,0.031,2,36,0.052,3,45,0.022,2,31,0.031,3
1874,2,3,0.19,2,36,0.317,3,11,0.077,1,31,0.177,3,27,0.078,2,24,0.056,2,4,0.057,3,45,0.028,2,50,0.022,2,48,0.017,2
1875,1,5,0.109,1,26,0.317,3,1,0.134,2,10,0.095,2,25,0.045,1,34,0.032,1,40,0.018,1,35,0.016,1,6,0.013,1,42,0.01,1
1875,2,42,0.109,1,35,0.098,1,10,0.134,2,5,0.054,1,25,0.045,1,26,0.104,3,34,0.018,1,40,0.016,1,6,0.013,1,1,0.017,2
1876,1,18,0.68,4,1,0.098,1,36,0.25,3,29,0.34,4,34,0.028,0,11,0.056,2,12,0.018,1,14,0.028,2,39,0.042,3,5,0.031,3
1876,2,1,0.109,1,14,0.171,2,18,0.48,4,39,0.177,3,12,0.045,1,29,0.2,4,34,0.011,0,5,0.052,3,36,0.042,3,11,0.017,2
1877,1,39,0.109,1,44,0.317,3,27,0.077,1,8,0.095,2,40,0.146,3,22,0.104,3,36,0.018,1,37,0.028,2,29,0.022,2,6,0.017,2
1877,2,22,0.354,3,27,0.098,1,36,0.077,1,39,0.054,1,8,0.078,2,6,0.056,2,29,0.031,2,37,0.028,2,44,0.042,3,40,0.031,3
1878,1,4,0.068,0,36,0.098,1,18,0.134,2,35,0.054,1,42,0.078,2,38,0.056,2,22,0.018,1,3,0.028,2,34,0.008,0,25,0.017,2
1878,2,18,0.19,2,42,0.171,2,38,0.134,2,25,0.095,2,4,0.028,0,36,0.032,1,3,0.031,2,34,0.01,0,22,0.013,1,35,0.01,1
1879,1,32,0.354,3,11,0.171,2,8,0.25,3,43,0.34,4,9,0.146,3,48,0.104,3,39,0.057,3,52,0.052,3,24,0.08,4,5,0.06,4
1879,2,24,0.68,4,8,0.317,3,11,0.134,2,39,0.177,3,43,0.28,4,5,0.2,4,52,0.057,3,32,0.052,3,9,0.042,3,48,0.031,3
1880,1,30,0.068,0,5,0.098,1,20,0.077,1,3,0.095,2,35,0.078,2,34,0.02,0,21,0.018,1,18,0.01,0,15,0.008,0,17,0.006,0
1880,2,5,0.109,1,21,0.098,1,3,0.134,2,35,0.095,2,15,0.028,0,34,0.02,0,17,0.011,0,20,0.016,1,18,0.008,0,30,0.006,0
1881,1,5,0.19,2,17,0.061,0,42,0.048,0,19,0.034,0,18,0.028,0,15,0.2,4,38,0.018,1,3,0.028,2,4,0.013,1,8,0.01,1
1881,2,5,0.19,2,38,0.098,1,42,0.048,0,17,0.034,0,18,0.028,0,3,0.056,2,19,0.011,0,8,0.016,1,4,0.013,1,15,0.06,4
1883,1,66,0.109,1,43,0.171,2,84,0.25,3,51,0.095,2,19,0.078,2,9,0.032,1,78,0.057,3,60,0.028,2,81,0.013,1,74,0.017,2
1883,2,51,0.19,2,74,0.171,2,81,0.077,1,9,0.054,1,66,0.045,1,60,0.056,2,84,0.057,3,19,0.028,2,43,0.022,2,78,0.031,3
1884,1,37,0.354,3,16,0.098,1,18,0.134,2,17,0.095,2,29,0.078,2,34,0.056,2,35,0.018,1,43,0.028,2,36,0.022,2,7,0.017,2
1884,2,17,0.19,2,43,0.171,2,29,0.134,2,35,0.054,1,18,0.078,2,36,0.056,2,7,0.031,2,37,0.052,3,34,0.022,2,16,0.01,1
1885,1,55,0.19,2,2,0.098,1,35,0.134,2,64,0.095,2,19,0.078,2,59,0.056,2,29,0.018,1,68,0.028,2,88,0.042,3,28,0.017,2
1885,2,88,0.354,3,68,0.171,2,29,0.077,1,35,0.095,2,64,0.078,2,2,0.032,1,59,0.031,2,28,0.028,2,55,0.022,2,19,0.017,2
1886,1,50,0.19,2,29,0.061,0,5,0.134,2,15,0.034,0,52,0.045,1,55,0.02,0,23,0.011,0,27,0.01,0,66,0.013,1,9,0.006,0
1886,2,23,0.068,0,66,0.098,1,55,0.048,0,15,0.034,0,5,0.078,2,50,0.056,2,29,0.011,0,27,0.01,0,52,0.013,1,9,0.006,0
1887,1,62,0.068,0,66,0.098,1,67,0.048,0,65,0.095,2,26,0.078,2,44,0.056,2,11,0.011,0,30,0.028,2,35,0.013,1,5,0.017,2
1887,2,11,0.068,0,35,0.098,1,30,0.134,2,65,0.095,2,5,0.078,2,44,0.056,2,66,0.018,1,62,0.01,0,26,0.022,2,67,0.006,0
1888,1,37,0.354,3,43,0.171,2,48,0.134,2,46,0.177,3,35,0.078,2,13,0.056,2,47,0.018,1,28,0.028,2,4,0.022,2,9,0.017,2
1888,2,47,0.109,1,4,0.171,2,13,0.134,2,28,0.095,2,9,0.078,2,43,0.056,2,48,0.031,2,35,0.028,2,37,0.042,3,46,0.031,3
1889,1,11,0.109,1,25,0.098,1,43,0.077,1,41,0.054,1,15,0.045,1,59,0.032,1,4,0.018,1,33,0.028,2,31,0.022,2,26,0.01,1
1889,2,33,0.19,2,31,0.171,2,26,0.077,1,15,0.054,1,43,0.045,1,11,0.032,1,25,0.018,1,41,0.016,1,59,0.013,1,4,0.01,1
1890,1,33,0.354,3,37,0.171,2,19,0.25,3,2,0.095,2,25,0.078,2,39,0.104,3,29,0.057,3,21,0.016,1,36,0.022,2,14,0.031,3
1890,2,39,0.354,3,33,0.317,3,37,0.134,2,25,0.095,2,36,0.078,2,29,0.104,3,19,0.057,3,21,0.016,1,2,0.022,2,14,0.031,3
1891,1,49,0.109,1,67,0.098,1,29,0.077,1,61,0.095,2,75,0.28,4,69,0.056,2,38,0.018,1,20,0.052,3,63,0.08,4,19,0.06,4
1891,2,75,0.68,4,49,0.098,1,61,0.134,2,63,0.34,4,19,0.28,4,38,0.032,1,69,0.031,2,29,0.016,1,67,0.013,1,20,0.031,3
1892,1,64,0.19,2,55,0.317,3,61,0.077,1,47,0.054,1,54,0.045,1,35,0.056,2,22,0.018,1,24,0.01,0,50,0.022,2,32,0.017,2
1892,2,50,0.19,2,24,0.061,0,54,0.077,1,22,0.054,1,61,0.045,1,47,0.032,1,35,0.031,2,64,0.028,2,55,0.042,3,32,0.017,2
1894,1,14,0.19,2,10,0.171,2,7,0.25,3,24,0.095,2,21,0.078,2,8,0.032,1,11,0.031,2,28,0.028,2,12,0.042,3,17,0.017,2
1894,2,11,0.19,2,12,0.317,3,7,0.25,3,24,0.095,2,10,0.078,2,17,0.056,2,8,0.018,1,14,0.028,2,21,0.022,2,28,0.017,2
1895,1,25,0.068,0,21,0.061,0,8,0.077,1,6,0.034,0,26,0.028,0,7,0.032,1,24,0.011,0,12,0.01,0,19,0.008,0,20,0.006,0
1895,2,7,0.109,1,6,0.061,0,12,0.048,0,19,0.034,0,25,0.028,0,21,0.02,0,24,0.011,0,8,0.016,1,26,0.008,0,20,0.006,0
1896,1,49,0.109,1,28,0.098,1,42,0.048,0,23,0.054,1,50,0.078,2,30,0.056,2,55,0.018,1,44,0.028,2,47,0.022,2,17,0.01,1
1896,2,23,0.109,1,44,0.171,2,28,0.077,1,49,0.054,1,50,0.078,2,17,0.032,1,30,0.031,2,47,0.028,2,42,0.008,0,55,0.01,1
1897,1,61,0.068,0,52,0.061,0,13,0.077,1,1,0.054,1,59,0.028,0,30,0.032,1,43,0.011,0,2,0.01,0,25,0.008,0,45,0.017,2
1897,2,30,0.109,1,13,0.098,1,45,0.134,2,43,0.034,0,59,0.028,0,52,0.02,0,25,0.011,0,61,0.01,0,1,0.013,1,2,0.006,0
1898,1,4,0.068,0,23,0.061,0,3,0.077,1,22,0.054,1,1,0.078,2,13,0.02,0,17,0.018,1,29,0.01,0,10,0.008,0,19,0.017,2
1898,2,3,0.109,1,22,0.098,1,19,0.134,2,17,0.054,1,1,0.078,2,13,0.02,0,29,0.011,0,4,0.01,0,10,0.008,0,23,0.006,0
1899,1,11,0.068,0,2,0.061,0,9,0.048,0,7,0.034,0,1,0.028,0,17,0.02,0,10,0.011,0,5,0.01,0,16,0.008,0,4,0.006,0
1899,2,7,0.068,0,1,0.061,0,17,0.048,0,11,0.034,0,4,0.028,0,9,0.02,0,16,0.011,0,2,0.01,0,5,0.008,0,10,0.006,0
1900,1,27,0.068,0,5,0.061,0,66,0.077,1,53,0.054,1,18,0.045,1,31,0.02,0,59,0.031,2,9,0.01,0,47,0.008,0,64,0.006,0
1900,2,27,0.068,0,53,0.098,1,18,0.077,1,5,0.034,0,66,0.045,1,31,0.02,0,59,0.031,2,9,0.01,0,64,0.008,0,47,0.006,0
1901,1,41,0.68,4,24,0.171,2,35,0.048,0,7,0.177,3,19,0.146,3,34,0.056,2,26,0.11,4,10,0.052,3,32,0.022,2,36,0.031,3
1901,2,34,0.19,2,35,0.061,0,10,0.25,3,41,0.34,4,7,0.146,3,26,0.2,4,19,0.057,3,36,0.052,3,24,0.022,2,32,0.017,2
1902,1,31,0.068,0,39,0.317,3,14,0.134,2,5,0.095,2,33,0.146,3,30,0.104,3,6,0.031,2,32,0.016,1,3,0.022,2,13,0.031,3
1902,2,14,0.19,2,6,0.171,2,30,0.25,3,13,0.177,3,31,0.028,0,39,0.104,3,3,0.031,2,5,0.028,2,33,0.042,3,32,0.01,1
1903,1,30,0.109,1,13,0.317,3,55,0.134,2,17,0.054,1,32,0.078,2,54,0.02,0,8,0.031,2,59,0.016,1,62,0.013,1,47,0.017,2
1903,2,55,0.19,2,62,0.098,1,8,0.134,2,30,0.054,1,13,0.146,3,32,0.056,2,47,0.031,2,17,0.016,1,54,0.008,0,59,0.01,1
1904,1,8,0.068,0,24,0.061,0,9,0.134,2,11,0.054,1,28,0.078,2,22,0.032,1,31,0.018,1,15,0.01,0,35,0.008,0,49,0.01,1
1904,2,9,0.19,2,49,0.098,1,11,0.077,1,35,0.034,0,31,0.045,1,15,0.02,0,22,0.018,1,28,0.028,2,8,0.008,0,24,0.006,0
1905,1,46,0.68,4,7,0.098,1,3,0.077,1,54,0.34,4,49,0.078,2,34,0.02,0,50,0.031,2,39,0.01,0,41,0.008,0,33,0.017,2
1905,2,33,0.19,2,41,0.061,0,34,0.048,0,39,0.034,0,46,0.28,4,3,0.032,1,54,0.11,4,7,0.016,1,49,0.022,2,50,0.017,2
1906,1,25,0.19,2,29,0.317,3,17,0.134,2,12,0.177,3,37,0.078,2,24,0.056,2,18,0.018,1,26,0.028,2,27,0.042,3,8,0.01,1
1906,2,18,0.109,1,26,0.171,2,8,0.077,1,24,0.095,2,27,0.146,3,12,0.104,3,25,0.031,2,17,0.028,2,29,0.042,3,37,0.017,2
1907,1,18,0.19,2,25,0.317,3,35,0.25,3,40,0.34,4,19,0.045,1,26,0.2,4,20,0.018,1,17,0.01,0,8,0.008,0,22,0.031,3
1907,2,18,0.19,2,20,0.098,1,17,0.048,0,19,0.054,1,22,0.146,3,35,0.104,3,40,0.11,4,8,0.01,0,25,0.042,3,26,0.06,4
1908,1,8,0.068,0,23,0.317,3,28,0.25,3,20,0.177,3,11,0.146,3,30,0.056,2,12,0.057,3,32,0.1,4,6,0.08,4,2,0.017,2
1908,2,23,0.354,3,30,0.171,2,32,0.48,4,8,0.034,0,11,0.146,3,20,0.104,3,12,0.057,3,2,0.028,2,6,0.08,4,28,0.031,3
1909,1,51,0.354,3,26,0.098,1,24,0.077,1,36,0.034,0,37,0.078,2,6,0.032,1,54,0.031,2,15,0.016,1,27,0.042,3,16,0.031,3
1909,2,26,0.109,1,24,0.098,1,15,0.077,1,6,0.054,1,36,0.028,0,37,0.056,2,54,0.031,2,51,0.052,3,16,0.042,3,27,0.031,3
1910,1,10,0.068,0,41,0.317,3,17,0.077,1,26,0.177,3,35,0.146,3,43,0.056,2,18,0.018,1,39,0.01,0,25,0.008,0,24,0.01,1
1910,2,17,0.109,1,24,0.098,1,35,0.25,3,10,0.034,0,18,0.045,1,41,0.104,3,26,0.057,3,43,0.028,2,25,0.008,0,39,0.006,0
1911,1,51,0.19,2,40,0.317,3,42,0.077,1,30,0.095,2,58,0.078,2,49,0.056,2,15,0.031,2,55,0.016,1,1,0.042,3,2,0.01,1
1911,2,15,0.19,2,51,0.171,2,55,0.077,1,40,0.177,3,42,0.045,1,2,0.032,1,30,0.031,2,58,0.028,2,49,0.022,2,1,0.031,3
1912,1,63,0.19,2,40,0.317,3,1,0.134,2,66,0.095,2,24,0.045,1,58,0.104,3,21,0.011,0,44,0.028,2,50,0.042,3,61,0.017,2
1912,2,58,0.354,3,21,0.061,0,61,0.134,2,1,0.095,2,50,0.146,3,63,0.056,2,40,0.057,3,24,0.016,1,44,0.022,2,66,0.017,2
1913,1,31,0.068,0,8,0.098,1,40,0.077,1,10,0.034,0,12,0.028,0,42,0.032,1,55,0.018,1,62,0.016,1,52,0.013,1,25,0.017,2
1913,2,10,0.068,0,31,0.061,0,25,0.134,2,40,0.054,1,42,0.045,1,62,0.032,1,8,0.018,1,52,0.016,1,12,0.008,0,55,0.01,1
1914,1,21,0.109,1,54,0.171,2,9,0.077,1,30,0.095,2,55,0.045,1,52,0.032,1,41,0.031,2,49,0.028,2,35,0.022,2,44,0.006,0
1914,2,21,0.109,1,41,0.171,2,55,0.077,1,30,0.095,2,9,0.045,1,35,0.056,2,44,0.011,0,49,0.028,2,54,0.022,2,52,0.01,1
1915,1,40,0.068,0,55,0.061,0,21,0.048,0,16,0.034,0,8,0.028,0,13,0.02,0,39,0.011,0,34,0.016,1,20,0.008,0,49,0.017,2
1915,2,21,0.068,0,49,0.171,2,13,0.048,0,40,0.034,0,20,0.028,0,55,0.02,0,34,0.018,1,8,0.01,0,16,0.008,0,39,0.006,0
1916,1,52,0.068,0,44,0.061,0,32,0.048,0,43,0.034,0,9,0.028,0,58,0.02,0,33,0.011,0,8,0.01,0,29,0.008,0,23,0.006,0
1916,2,29,0.068,0,43,0.061,0,23,0.048,0,33,0.034,0,9,0.028,0,44,0.02,0,32,0.011,0,58,0.01,0,52,0.008,0,8,0.006,0
1917,1,26,0.354,3,41,0.317,3,4,0.077,1,22,0.177,3,33,0.078,2,11,0.2,4,31,0.018,1,48,0.028,2,3,0.022,2,1,0.017,2
1917,2,4,0.109,1,11,0.61,4,48,0.134,2,1,0.095,2,33,0.078,2,31,0.032,1,41,0.057,3,22,0.052,3,26,0.042,3,3,0.017,2
1918,1,64,0.068,0,19,0.061,0,31,0.048,0,62,0.034,0,52,0.028,0,37,0.032,1,82,0.018,1,16,0.01,0,78,0.008,0,55,0.006,0
1918,2,52,0.068,0,78,0.061,0,19,0.048,0,82,0.054,1,37,0.045,1,64,0.02,0,16,0.011,0,62,0.01,0,55,0.008,0,31,0.006,0
1919,1,49,0.109,1,3,0.171,2,43,0.077,1,4,0.054,1,28,0.078,2,26,0.032,1,70,0.018,1,30,0.016,1,17,0.013,1,22,0.01,1
1919,2,3,0.19,2,28,0.171,2,43,0.077,1,49,0.054,1,30,0.045,1,4,0.032,1,17,0.018,1,70,0.016,1,26,0.013,1,22,0.01,1
1920,1,61,0.19,2,31,0.317,3,69,0.077,1,19,0.34,4,35,0.078,2,60,0.032,1,17,0.018,1,8,0.028,2,33,0.022,2,27,0.031,3
1920,2,19,0.68,4,31,0.317,3,8,0.134,2,61,0.095,2,27,0.146,3,17,0.032,1,69,0.018,1,35,0.028,2,60,0.013,1,33,0.017,2
1921,1,16,0.354,3,11,0.171,2,15,0.25,3,21,0.177,3,3,0.146,3,30,0.032,1,19,0.11,4,1,0.016,1,13,0.042,3,5,0.01,1
1921,2,1,0.109,1,30,0.098,1,19,0.48,4,13,0.177,3,21,0.146,3,16,0.104,3,5,0.018,1,11,0.028,2,3,0.042,3,15,0.031,3
1922,1,21,0.109,1,23,0.171,2,42,0.077,1,1,0.095,2,51,0.146,3,50,0.056,2,35,0.031,2,10,0.052,3,41,0.042,3,11,0.017,2
1922,2,51,0.354,3,42,0.098,1,10,0.25,3,21,0.054,1,41,0.146,3,23,0.056,2,35,0.031,2,11,0.028,2,1,0.022,2,50,0.017,2
1923,1,33,0.354,3,41,0.171,2,51,0.048,0,28,0.054,1,2,0.045,1,27,0.02,0,1,0.011,0,25,0.016,1,15,0.022,2,44,0.006,0
1923,2,15,0.19,2,1,0.061,0,2,0.077,1,25,0.054,1,44,0.028,0,27,0.02,0,28,0.018,1,51,0.01,0,33,0.042,3,41,0.017,2
1924,1,43,0.19,2,27,0.171,2,50,0.134,2,3,0.095,2,26,0.045,1,58,0.032,1,16,0.018,1,40,0.016,1,34,0.013,1,1,0.017,2
1924,2,3,0.19,2,50,0.171,2,40,0.077,1,27,0.095,2,34,0.045,1,26,0.032,1,58,0.018,1,16,0.016,1,43,0.022,2,1,0.017,2
1925,1,44,0.19,2,3,0.098,1,27,0.48,4,10,0.095,2,39,0.078,2,22,0.104,3,16,0.11,4,4,0.1,4,42,0.042,3,52,0.06,4
1925,2,44,0.19,2,42,0.317,3,3,0.077,1,16,0.34,4,10,0.078,2,52,0.2,4,39,0.031,2,27,0.1,4,4,0.08,4,22,0.031,3
1926,1,9,0.068,0,3,0.061,0,20,0.048,0,12,0.095,2,14,0.045,1,6,0.02,0,34,0.011,0,1,0.016,1,21,0.008,0,27,0.01,1
1926,2,6,0.068,0,12,0.171,2,9,0.048,0,21,0.034,0,20,0.028,0,14,0.032,1,3,0.011,0,34,0.01,0,27,0.013,1,1,0.01,1
1927,1,4,0.19,2,3,0.171,2,1,0.134,2,26,0.095,2,12,0.146,3,11,0.056,2,13,0.11,4,25,0.052,3,30,0.022,2,19,0.017,2
1927,2,4,0.19,2,13,0.61,4,19,0.134,2,3,0.095,2,12,0.146,3,30,0.056,2,11,0.031,2,26,0.028,2,25,0.042,3,1,0.017,2
1928,1,21,0.109,1,16,0.171,2,31,0.25,3,8,0.095,2,10,0.146,3,23,0.032,1,44,0.018,1,42,0.052,3,43,0.013,1,36,0.017,2
1928,2,16,0.19,2,36,0.171,2,43,0.077,1,8,0.095,2,44,0.045,1,23,0.032,1,42,0.057,3,31,0.052,3,21,0.013,1,10,0.031,3
1929,1,38,0.109,1,22,0.061,0,56,0.048,0,48,0.054,1,33,0.045,1,45,0.056,2,10,0.011,0,47,0.016,1,46,0.008,0,57,0.006,0
1929,2,56,0.068,0,45,0.171,2,22,0.048,0,57,0.034,0,10,0.028,0,38,0.032,1,46,0.011,0,47,0.016,1,33,0.013,1,48,0.01,1
1930,1,17,0.19,2,9,0.171,2,11,0.134,2,36,0.095,2,13,0.028,0,14,0.056,2,3,0.031,2,42,0.016,1,27,0.042,3,25,0.031,3
1930,2,13,0.068,0,36,0.171,2,42,0.077,1,11,0.095,2,9,0.078,2,17,0.056,2,25,0.057,3,14,0.028,2,3,0.022,2,27,0.031,3
1931,1,56,0.068,0,39,0.061,0,49,0.077,1,44,0.034,0,3,0.045,1,37,0.02,0,46,0.011,0,51,0.01,0,35,0.008,0,7,0.006,0
1931,2,3,0.109,1,51,0.061,0,35,0.048,0,39,0.034,0,44,0.028,0,46,0.02,0,56,0.011,0,7,0.01,0,49,0.013,1,37,0.006,0
1932,1,17,0.068,0,38,0.171,2,20,0.048,0,3,0.095,2,32,0.078,2,36,0.104,3,11,0.057,3,13,0.052,3,10,0.042,3,18,0.017,2
1932,2,17,0.068,0,10,0.317,3,36,0.25,3,20,0.034,0,38,0.078,2,18,0.056,2,32,0.031,2,3,0.028,2,13,0.042,3,11,0.031,3
1933,1,34,0.19,2,31,0.317,3,13,0.134,2,27,0.177,3,28,0.045,1,38,0.056,2,41,0.031,2,15,0.016,1,35,0.022,2,19,0.017,2
1933,2,38,0.19,2,41,0.171,2,27,0.25,3,35,0.095,2,34,0.078,2,31,0.104,3,19,0.031,2,28,0.016,1,13,0.022,2,15,0.01,1
