query_id,permutation_id,doc_1,click_prob_1,relevance_score1,doc_2,click_prob_2,relevance_score2,doc_3,click_prob_3,relevance_score3,doc_4,click_prob_4,relevance_score4,doc_5,click_prob_5,relevance_score5,doc_6,click_prob_6,relevance_score6,doc_7,click_prob_7,relevance_score7,doc_8,click_prob_8,relevance_score8,doc_9,click_prob_9,relevance_score9,doc_10,click_prob_10,relevance_score10
865,2,8,0,0.5,6,0,0.5,7,0,0.25,3,0,0.25,9,0,0.5,11,0,0.5,10,0,0.5,1,0,0.25,4,1,0.75,2,0,0.5
866,1,15,0,0.5,3,1,0.25,5,1,0.5,8,0,0.5,14,0,0.75,4,0,0.5,10,0,0.75,13,0,0.5,6,0,0.5,1,0,0.5
866,2,8,0,0.5,10,0,0.75,5,0,0.5,3,0,0.25,1,0,0.5,6,0,0.5,15,0,0.5,4,0,0.5,14,0,0.75,13,0,0.5
867,1,4,0,0.5,1,0,0.75,7,1,0.75,3,0,0.75,13,0,0.5,5,0,0.75,17,0,0.25,11,0,0.75,9,0,0.5,15,0,0.5
867,2,1,1,0.75,13,0,0.5,3,0,0.75,11,0,0.75,4,0,0.5,9,0,0.5,7,0,0.75,5,0,0.75,17,0,0.25,15,0,0.5
868,1,16,0,0.25,12,0,0.5,2,1,0.5,7,0,0.5,4,0,0.5,3,0,0.75,11,0,0.5,5,0,0.25,13,0,0.25,20,0,0.25
868,2,4,0,0.5,12,0,0.5,3,0,0.75,7,1,0.5,16,0,0.25,13,0,0.25,2,0,0.5,20,0,0.25,5,0,0.25,11,0,0.5
869,1,13,0,0.5,12,1,1.0,10,1,0.75,9,0,0.75,4,0,0.25,16,1,1.0,2,0,0.5,6,0,0.75,1,0,0.25,8,0,1.0
869,2,8,1,1.0,12,1,1.0,2,0,0.5,16,0,1.0,1,0,0.25,10,1,0.75,13,0,0.5,6,0,0.75,4,0,0.25,9,0,0.75
870,1,1,0,0.5,5,1,0.5,6,0,0.5,18,0,0.5,3,0,0.5,4,0,1.0,12,0,0.5,14,0,0.5,7,0,0.5,17,0,0.5
870,2,4,0,1.0,6,1,0.5,1,0,0.5,5,0,0.5,14,0,0.5,3,0,0.5,12,0,0.5,18,0,0.5,7,0,0.5,17,0,0.5
871,1,1,0,0.5,4,0,0.25,8,0,0.25,3,0,0.5,2,0,0.5,7,0,0.5,10,0,0.5,9,0,0.25,6,0,0.5,12,0,0.5
871,2,12,0,0.5,2,0,0.5,1,0,0.5,10,0,0.5,6,0,0.5,3,0,0.5,7,0,0.5,4,0,0.25,8,0,0.25,9,0,0.25
873,1,10,0,0.5,14,0,0.5,4,0,0.5,1,0,0.25,8,0,0.5,3,0,0.75,6,0,0.5,7,0,0.5,11,0,1.0,12,0,0.5
873,2,6,0,0.5,3,1,0.75,1,0,0.25,4,0,0.5,14,1,0.5,11,1,1.0,8,0,0.5,7,0,0.5,10,0,0.5,12,0,0.5
874,1,1,0,0.5,9,1,1.0,10,0,0.25,11,1,0.75,6,0,0.5,4,0,0.25,3,0,0.5,5,0,0.5,7,0,0.75,2,0,0.75
874,2,6,0,0.5,10,0,0.25,11,1,0.75,7,0,0.75,1,0,0.5,3,0,0.5,4,0,0.25,9,0,1.0,2,0,0.75,5,0,0.5
875,1,7,1,0.0,6,0,0.25,2,0,0.0,13,0,0.0,4,0,0.25,8,0,0.0,11,0,0.25,5,0,0.5,12,0,0.25,3,0,0.0
875,2,11,0,0.25,3,0,0.0,4,0,0.25,12,0,0.25,6,0,0.25,8,0,0.0,7,0,0.0,5,0,0.5,13,0,0.0,2,1,0.0
876,1,4,0,0.5,5,0,0.5,6,0,0.25,9,0,1.0,7,0,0.25,2,0,0.5,10,0,0.25,8,0,0.5,3,0,0.25,1,0,1.0
876,2,2,1,0.5,7,0,0.25,5,0,0.5,8,0,0.5,10,0,0.25,1,0,1.0,4,0,0.5,3,0,0.25,9,0,1.0,6,0,0.25
877,1,10,1,0.5,12,0,0.5,6,0,0.5,11,0,0.5,3,0,0.5,9,0,0.5,1,0,0.5,7,0,0.5,4,0,0.5,5,0,0.5
877,2,10,0,0.5,5,0,0.5,12,0,0.5,7,0,0.5,3,1,0.5,1,0,0.5,6,0,0.5,9,0,0.5,11,0,0.5,4,0,0.5
878,1,9,1,0.25,15,0,0.25,13,0,0.25,16,0,0.5,8,0,0.5,17,0,0.25,11,0,0.25,12,0,0.5,7,0,0.25,5,0,0.5
878,2,12,0,0.5,7,0,0.25,17,0,0.25,15,0,0.25,9,0,0.25,5,0,0.5,16,0,0.5,11,0,0.25,13,0,0.25,8,0,0.5
879,1,7,0,0.25,12,0,0.0,2,0,0.25,5,0,0.25,16,0,0.0,10,0,0.25,4,0,0.25,8,0,0.25,1,0,0.25,3,0,0.0
879,2,1,0,0.25,12,0,0.0,8,0,0.25,7,0,0.25,2,0,0.25,16,0,0.0,10,0,0.25,4,0,0.25,3,0,0.0,5,0,0.25
880,1,2,0,0.25,11,0,0.5,4,0,0.25,3,1,0.5,8,0,0.25,5,0,0.5,6,0,0.25,10,0,0.25,7,0,0.25,1,0,0.5
880,2,11,0,0.5,2,0,0.25,3,0,0.5,8,0,0.25,5,0,0.5,1,0,0.5,4,0,0.25,7,0,0.25,10,0,0.25,6,0,0.25
881,1,7,0,0.5,11,1,0.5,6,0,0.5,1,0,0.25,12,0,0.25,9,0,0.75,5,0,0.25,2,0,0.5,13,0,0.5,8,0,0.25
881,2,9,1,0.75,13,1,0.5,7,0,0.5,5,0,0.25,6,0,0.5,8,0,0.25,1,0,0.25,12,0,0.25,2,0,0.5,11,0,0.5
882,1,11,0,0.25,12,0,0.25,8,0,0.5,9,1,0.5,5,0,0.25,2,0,0.25,3,0,0.5,6,0,0.0,4,0,0.0,1,0,0.0
882,2,2,0,0.25,6,1,0.0,5,1,0.25,8,0,0.5,3,0,0.5,1,1,0.0,9,0,0.5,4,0,0.0,12,0,0.25,11,0,0.25
883,1,10,0,0.5,4,0,0.25,19,0,0.25,8,0,0.5,14,0,0.25,5,0,0.5,9,0,1.0,18,0,0.75,12,0,0.25,2,0,0.5
883,2,18,0,0.75,2,0,0.5,4,0,0.25,14,0,0.25,19,0,0.25,8,0,0.5,10,0,0.5,5,0,0.5,9,0,1.0,12,0,0.25
884,1,21,0,0.5,7,0,0.25,4,0,0.25,9,0,0.25,11,0,0.5,15,0,0.25,5,0,0.25,6,0,0.5,8,0,0.25,2,0,0.25
884,2,21,1,0.5,5,0,0.25,6,0,0.5,7,0,0.25,4,0,0.25,8,0,0.25,9,0,0.25,2,0,0.25,15,0,0.25,11,0,0.5
885,1,14,0,0.0,8,0,0.0,1,0,1.0,11,0,0.0,19,0,0.0,4,0,0.0,21,0,0.0,6,0,0.0,24,0,0.0,2,0,0.75
885,2,8,0,0.0,21,0,0.0,6,0,0.0,14,0,0.0,2,0,0.75,4,0,0.0,24,0,0.0,19,0,0.0,11,0,0.0,1,0,1.0
886,1,15,0,0.5,1,0,0.25,17,0,0.5,18,0,0.5,9,1,1.0,11,0,0.5,7,0,0.75,19,0,0.25,5,0,0.25,4,0,0.75
886,2,1,0,0.25,9,1,1.0,19,0,0.25,7,0,0.75,17,0,0.5,5,0,0.25,11,0,0.5,18,0,0.5,15,0,0.5,4,0,0.75
887,1,3,0,0.0,7,0,0.0,9,0,0.0,11,0,0.0,4,0,0.0,6,0,0.0,12,0,0.0,10,0,0.0,8,0,0.0,2,0,0.0
887,2,10,0,0.0,6,0,0.0,9,0,0.0,3,0,0.0,4,0,0.0,8,0,0.0,11,0,0.0,2,0,0.0,7,0,0.0,12,0,0.0
888,1,8,0,0.5,7,1,0.5,4,0,0.5,22,0,0.25,1,0,0.5,12,0,0.5,3,0,0.5,5,0,0.5,19,0,0.75,14,0,0.5
888,2,14,0,0.5,19,0,0.75,3,1,0.5,1,0,0.5,5,0,0.5,8,0,0.5,12,0,0.5,7,0,0.5,4,0,0.5,22,0,0.25
889,1,16,0,0.25,2,0,0.25,9,0,0.25,6,0,0.25,15,1,0.25,17,0,0.25,10,0,0.25,18,0,0.25,5,0,0.25,19,0,0.25
889,2,9,0,0.25,2,0,0.25,19,0,0.25,17,0,0.25,15,0,0.25,16,0,0.25,6,0,0.25,5,0,0.25,18,0,0.25,10,0,0.25
890,1,4,1,0.5,1,0,0.5,5,0,0.5,2,0,0.25,7,0,0.25,10,0,0.5,6,0,0.25,8,0,0.25,3,1,0.25,9,0,0.5
890,2,5,0,0.5,8,0,0.25,7,0,0.25,3,0,0.25,4,0,0.5,2,0,0.25,10,0,0.5,1,0,0.5,9,0,0.5,6,0,0.25
891,1,3,0,0.5,7,1,1.0,4,1,0.75,5,1,0.5,8,0,0.25,2,0,1.0,6,0,1.0,9,0,0.5,1,0,0.0,10,0,0.5
891,2,3,0,0.5,5,1,0.5,8,0,0.25,4,0,0.75,1,0,0.0,9,0,0.5,2,0,1.0,7,0,1.0,6,1,1.0,10,0,0.5
892,1,10,0,0.5,13,0,0.25,5,1,0.5,9,0,0.25,2,1,0.25,1,0,0.25,4,0,0.25,12,0,0.25,8,0,0.25,11,0,0.25
892,2,5,0,0.5,1,0,0.25,11,0,0.25,12,0,0.25,4,0,0.25,2,0,0.25,10,0,0.5,8,0,0.25,13,0,0.25,9,0,0.25
893,1,12,0,0.5,11,1,0.5,13,0,0.5,2,1,0.75,6,0,0.75,8,1,0.5,14,0,0.5,15,0,0.5,10,0,0.5,4,0,0.75
893,2,6,0,0.75,8,0,0.5,14,0,0.5,15,0,0.5,10,0,0.5,12,0,0.5,2,0,0.75,4,0,0.75,11,0,0.5,13,0,0.5
894,1,2,0,0.5,7,0,0.75,3,1,0.75,1,0,0.25,13,0,0.5,11,0,0.5,5,0,0.75,9,0,0.5,15,0,0.25,8,0,0.25
894,2,3,0,0.75,2,0,0.5,8,0,0.25,15,0,0.25,7,0,0.75,11,0,0.5,1,0,0.25,5,0,0.75,9,0,0.5,13,0,0.5
895,1,5,0,0.0,6,0,0.5,12,0,0.5,3,0,0.5,9,0,0.5,2,0,0.5,8,0,0.5,11,0,0.0,1,0,0.25,4,0,0.5
895,2,5,0,0.0,9,0,0.5,3,0,0.5,11,0,0.0,1,1,0.25,12,0,0.5,6,0,0.5,4,0,0.5,8,0,0.5,2,0,0.5
896,1,17,1,0.25,14,0,0.5,6,0,0.0,16,0,0.25,11,0,0.25,9,0,0.25,2,0,0.0,7,0,0.25,10,0,0.25,12,0,0.25
896,2,2,0,0.0,9,0,0.25,12,0,0.25,16,0,0.25,7,0,0.25,17,0,0.25,11,1,0.25,6,0,0.0,14,0,0.5,10,0,0.25
897,1,12,0,0.25,4,0,0.25,1,0,0.5,17,0,0.0,2,0,0.0,8,0,0.5,11,0,0.0,18,1,0.0,9,0,0.0,14,0,0.0
897,2,18,0,0.0,11,0,0.0,1,0,0.5,8,0,0.5,12,0,0.25,17,0,0.0,2,0,0.0,9,0,0.0,4,0,0.25,14,0,0.0
898,1,6,0,1.0,10,1,0.75,12,0,0.0,2,0,0.5,8,0,0.5,13,0,0.75,11,0,1.0,9,0,0.75,7,0,0.75,1,0,0.25
898,2,6,1,1.0,12,0,0.0,1,0,0.25,13,0,0.75,7,0,0.75,11,0,1.0,10,0,0.75,8,1,0.5,2,0,0.5,9,0,0.75
899,1,1,0,0.25,6,0,0.75,15,0,0.25,14,0,0.0,17,0,0.25,10,0,0.25,12,0,0.25,11,0,0.25,7,0,0.75,5,0,0.25
899,2,5,0,0.25,12,0,0.25,7,0,0.75,1,0,0.25,6,0,0.75,14,0,0.0,17,0,0.25,10,0,0.25,11,0,0.25,15,0,0.25
900,1,9,1,0.25,8,0,0.0,7,0,0.25,1,0,0.25,2,0,0.25,6,0,0.25,4,0,0.5,5,0,0.0,10,0,0.25,3,0,0.75
900,2,10,0,0.25,4,0,0.5,6,0,0.25,8,0,0.0,9,0,0.25,1,0,0.25,3,0,0.75,2,0,0.25,5,0,0.0,7,0,0.25
901,1,5,0,0.25,2,0,0.25,9,0,0.25,4,0,0.25,11,0,0.25,8,0,0.25,3,0,0.25,14,0,0.25,10,0,0.25,17,0,0.25
901,2,10,0,0.25,17,0,0.25,14,0,0.25,8,0,0.25,9,0,0.25,4,0,0.25,5,0,0.25,2,0,0.25,11,0,0.25,3,0,0.25
902,1,18,0,0.25,1,0,0.25,2,0,0.5,22,0,0.0,3,0,0.25,13,0,0.0,8,0,0.5,23,0,0.25,14,0,0.5,16,0,0.5
902,2,16,0,0.5,13,0,0.0,14,0,0.5,1,0,0.25,8,0,0.5,22,0,0.0,18,0,0.25,2,0,0.5,3,0,0.25,23,0,0.25
903,1,6,1,1.0,4,0,0.25,14,0,0.5,9,0,0.5,2,0,0.5,7,0,0.5,16,0,0.5,12,0,0.5,8,0,1.0,13,0,0.25
903,2,16,0,0.5,14,0,0.5,9,0,0.5,8,1,1.0,4,0,0.25,2,0,0.5,6,0,1.0,7,0,0.5,12,0,0.5,13,0,0.25
904,1,8,0,0.75,2,0,0.25,13,0,1.0,11,0,0.75,10,0,0.75,6,0,0.75,7,0,0.75,9,0,0.5,1,0,0.75,4,0,0.75
904,2,8,1,0.75,2,0,0.25,4,1,0.75,7,0,0.75,10,1,0.75,13,0,1.0,11,0,0.75,1,0,0.75,6,0,0.75,9,0,0.5
905,1,7,0,0.0,12,1,1.0,15,0,0.0,10,0,0.0,5,0,0.25,1,0,0.0,4,0,0.0,13,0,0.25,9,0,1.0,14,0,0.0
905,2,9,1,1.0,4,0,0.0,13,1,0.25,7,0,0.0,5,0,0.25,10,0,0.0,15,0,0.0,12,0,1.0,1,0,0.0,14,0,0.0
906,1,16,0,0.25,1,0,0.0,20,0,0.25,4,0,0.25,15,0,0.5,2,0,0.75,18,0,0.5,14,0,0.0,19,0,1.0,8,0,0.5
906,2,2,0,0.75,4,0,0.25,14,0,0.0,1,0,0.0,15,0,0.5,19,0,1.0,18,0,0.5,8,0,0.5,16,0,0.25,20,0,0.25
908,1,5,0,0.25,14,0,0.25,15,0,0.25,3,0,0.75,11,0,0.25,13,0,0.5,17,0,0.0,1,0,1.0,12,0,0.25,2,0,0.5
908,2,15,0,0.25,11,0,0.25,1,1,1.0,2,0,0.5,13,0,0.5,5,0,0.25,3,0,0.75,12,0,0.25,14,0,0.25,17,0,0.0
909,1,14,0,0.0,21,0,0.5,5,1,0.25,11,0,0.5,16,0,0.75,15,0,0.5,1,0,0.0,3,0,0.5,17,0,0.5,19,0,0.25
909,2,14,0,0.0,3,0,0.5,16,0,0.75,11,0,0.5,19,0,0.25,17,0,0.5,15,0,0.5,21,0,0.5,5,0,0.25,1,0,0.0
910,1,9,0,0.75,12,1,0.25,8,0,0.5,4,0,0.75,6,0,0.5,13,0,0.5,1,0,0.5,2,0,0.75,11,0,0.5,7,0,1.0
910,2,8,0,0.5,12,0,0.25,2,1,0.75,11,0,0.5,1,0,0.5,13,0,0.5,9,0,0.75,4,0,0.75,6,0,0.5,7,0,1.0
912,1,4,0,0.25,11,0,0.25,10,0,0.0,7,0,0.25,9,0,0.0,3,0,0.0,2,1,0.0,14,0,0.0,1,0,0.25,8,0,0.25
912,2,9,0,0.0,1,0,0.25,8,0,0.25,14,0,0.0,3,0,0.0,4,0,0.25,7,0,0.25,11,0,0.25,10,0,0.0,2,0,0.0
913,1,10,0,0.5,2,0,0.5,3,1,0.75,1,0,0.5,8,0,0.75,5,1,0.75,12,0,0.5,7,0,0.75,6,0,0.5,4,0,0.5
913,2,3,1,0.75,12,0,0.5,4,0,0.5,2,0,0.5,1,0,0.5,10,0,0.5,5,0,0.75,6,0,0.5,8,0,0.75,7,0,0.75
915,1,2,0,0.5,8,0,0.5,12,1,0.5,1,0,0.25,14,0,0.5,11,0,0.5,13,0,0.25,7,1,0.75,3,0,1.0,9,0,1.0
915,2,8,0,0.5,14,0,0.5,11,0,0.5,3,1,1.0,7,0,0.75,9,0,1.0,12,0,0.5,2,0,0.5,13,0,0.25,1,0,0.25
916,1,17,0,1.0,18,0,0.5,1,0,0.25,11,1,0.5,13,0,0.5,14,0,0.5,7,0,0.5,22,0,0.25,10,0,0.5,15,0,0.75
916,2,10,0,0.5,15,1,0.75,11,1,0.5,13,0,0.5,1,0,0.25,7,0,0.5,17,0,1.0,18,0,0.5,22,1,0.25,14,0,0.5
917,1,5,0,0.5,11,0,0.25,18,0,0.25,6,0,0.5,13,0,0.75,16,0,0.25,12,0,0.25,7,0,1.0,10,0,0.75,2,0,0.75
917,2,18,0,0.25,11,0,0.25,13,0,0.75,12,0,0.25,7,0,1.0,5,0,0.5,10,0,0.75,6,0,0.5,16,0,0.25,2,0,0.75
918,1,3,0,0.5,20,1,1.0,12,0,1.0,14,0,1.0,6,0,0.75,17,0,1.0,2,0,0.5,15,0,0.5,21,0,0.5,7,0,1.0
918,2,3,0,0.5,15,0,0.5,2,0,0.5,12,0,1.0,7,0,1.0,21,0,0.5,14,0,1.0,6,1,0.75,20,0,1.0,17,0,1.0
919,1,8,0,0.25,12,0,0.25,7,0,0.5,10,0,0.25,2,0,1.0,5,0,0.5,4,0,0.5,13,0,0.5,3,0,0.75,9,0,0.75
919,2,9,0,0.75,13,0,0.5,7,0,0.5,5,0,0.5,2,0,1.0,8,0,0.25,10,0,0.25,3,0,0.75,12,0,0.25,4,0,0.5
920,1,4,0,0.25,3,1,0.75,10,0,1.0,6,0,0.5,13,0,0.5,8,0,0.25,11,0,0.5,9,0,0.25,12,0,0.25,7,0,0.5
920,2,8,0,0.25,10,0,1.0,13,0,0.5,11,0,0.5,12,0,0.25,7,0,0.5,9,0,0.25,4,0,0.25,3,0,0.75,6,0,0.5
921,1,7,1,0.25,12,0,0.25,8,1,1.0,1,0,0.5,16,0,0.25,9,0,1.0,5,0,0.25,11,0,0.5,6,0,0.5,17,0,0.5
921,2,7,0,0.25,1,0,0.5,12,0,0.25,5,0,0.25,16,0,0.25,9,0,1.0,11,0,0.5,8,0,1.0,6,0,0.5,17,0,0.5
922,1,3,0,0.5,5,0,0.5,12,0,0.5,9,0,1.0,8,0,0.5,10,0,1.0,13,1,0.75,11,0,0.5,7,0,0.75,2,0,0.5
922,2,2,0,0.5,3,0,0.5,11,0,0.5,13,0,0.75,8,0,0.5,5,0,0.5,9,0,1.0,12,0,0.5,10,0,1.0,7,0,0.75
923,1,17,1,1.0,18,0,0.5,19,0,0.5,3,0,0.5,9,0,0.5,22,0,0.5,6,0,0.25,23,0,0.25,13,0,0.5,5,0,0.5
923,2,23,0,0.25,17,1,1.0,5,0,0.5,22,0,0.5,18,0,0.5,6,0,0.25,19,0,0.5,3,0,0.5,13,0,0.5,9,0,0.5
924,1,6,0,0.25,4,0,0.5,7,0,0.5,2,0,1.0,5,0,0.5,11,1,0.25,13,0,1.0,9,1,0.75,3,0,0.5,8,0,0.5
924,2,3,0,0.5,9,0,0.75,4,0,0.5,2,1,1.0,11,0,0.25,8,0,0.5,13,0,1.0,7,0,0.5,5,1,0.5,6,0,0.25
925,1,8,0,0.75,12,0,0.5,19,0,0.5,11,0,0.5,17,0,0.5,16,0,0.5,20,0,0.5,10,0,0.5,5,0,0.75,14,0,0.75
925,2,5,0,0.75,20,0,0.5,17,0,0.5,12,0,0.5,10,1,0.5,11,0,0.5,19,0,0.5,16,0,0.5,14,0,0.75,8,0,0.75
926,1,2,0,0.5,6,0,0.75,13,0,1.0,17,0,0.25,14,1,0.75,16,0,0.5,18,0,0.5,12,0,0.25,5,0,0.5,11,0,1.0
926,2,18,1,0.5,6,0,0.75,14,0,0.75,13,1,1.0,17,0,0.25,11,1,1.0,5,0,0.5,16,0,0.5,12,0,0.25,2,0,0.5
927,1,4,0,0.25,1,0,0.5,14,0,0.5,9,0,0.5,3,0,0.5,18,0,0.25,10,0,0.25,17,0,0.25,7,0,0.75,6,0,1.0
927,2,4,0,0.25,6,1,1.0,7,1,0.75,10,0,0.25,18,0,0.25,3,0,0.5,17,0,0.25,9,0,0.5,1,0,0.5,14,0,0.5
928,1,11,1,0.75,9,0,0.25,10,0,0.75,6,0,0.25,4,0,1.0,3,0,0.5,8,0,0.75,14,0,0.5,1,0,1.0,5,0,1.0
928,2,5,1,1.0,1,1,1.0,9,0,0.25,8,0,0.75,3,0,0.5,6,0,0.25,14,0,0.5,10,0,0.75,11,0,0.75,4,0,1.0
929,1,8,0,0.5,3,0,0.25,10,0,0.75,14,0,0.25,11,0,0.25,7,0,0.5,4,0,0.25,16,0,1.0,2,0,0.25,5,0,0.0
929,2,5,0,0.0,10,0,0.75,8,0,0.5,16,0,1.0,2,0,0.25,3,0,0.25,7,0,0.5,11,0,0.25,14,0,0.25,4,0,0.25
930,1,11,0,0.5,13,0,0.75,9,0,1.0,14,0,0.5,2,0,0.5,7,0,0.5,15,0,0.5,16,0,0.5,5,0,0.75,12,0,0.25
930,2,12,0,0.25,7,0,0.5,2,1,0.5,5,0,0.75,13,0,0.75,9,0,1.0,14,0,0.5,16,0,0.5,15,0,0.5,11,0,0.5
931,1,13,0,0.25,11,1,1.0,3,0,0.5,10,0,0.5,9,1,0.25,8,0,0.75,1,0,0.5,4,0,0.5,2,0,0.5,12,0,1.0
931,2,12,1,1.0,11,0,1.0,10,0,0.5,1,1,0.5,2,0,0.5,3,0,0.5,4,0,0.5,9,0,0.25,13,0,0.25,8,0,0.75
932,1,14,0,0.5,10,0,0.25,2,0,1.0,1,0,0.25,5,0,0.5,3,0,0.5,6,0,0.5,13,0,0.25,12,0,0.5,7,0,0.75
932,2,5,1,0.5,10,0,0.25,3,0,0.5,2,1,1.0,12,0,0.5,6,0,0.5,14,0,0.5,13,0,0.25,1,0,0.25,7,0,0.75
933,1,13,0,0.5,5,0,0.5,7,1,1.0,4,0,0.5,10,0,0.75,6,0,0.0,2,0,1.0,9,0,0.25,11,0,0.5,1,0,0.5
933,2,11,1,0.5,5,1,0.5,2,0,1.0,4,0,0.5,10,0,0.75,1,0,0.5,6,0,0.0,9,0,0.25,7,0,1.0,13,1,0.5
934,1,12,0,1.0,5,0,0.25,11,0,0.5,9,0,0.25,7,0,0.75,13,0,0.5,1,0,0.25,4,0,0.5,14,0,0.5,10,0,0.5
934,2,1,0,0.25,4,0,0.5,12,0,1.0,10,0,0.5,7,0,0.75,14,0,0.5,5,0,0.25,11,0,0.5,9,0,0.25,13,0,0.5
935,1,10,0,0.75,14,0,0.5,4,1,1.0,9,0,0.25,8,0,0.75,6,0,0.5,5,0,1.0,13,0,0.5,2,0,0.25,1,0,0.75
935,2,14,1,0.5,6,0,0.5,1,0,0.75,9,0,0.25,5,0,1.0,10,0,0.75,4,0,1.0,13,0,0.5,2,0,0.25,8,0,0.75
936,1,7,0,0.5,9,0,0.0,11,0,0.5,3,0,0.5,10,0,0.25,4,0,0.0,14,0,0.25,6,0,0.0,2,0,1.0,13,0,0.75
936,2,7,0,0.5,13,1,0.75,9,0,0.0,3,0,0.5,14,0,0.25,6,0,0.0,10,0,0.25,11,0,0.5,2,0,1.0,4,0,0.0
937,1,11,1,0.5,3,0,0.5,7,0,0.25,4,1,1.0,13,0,0.5,1,0,0.25,6,0,0.5,10,0,0.5,9,0,0.75,12,0,1.0
937,2,1,0,0.25,12,0,1.0,4,1,1.0,7,0,0.25,9,1,0.75,13,0,0.5,6,0,0.5,11,0,0.5,3,0,0.5,10,0,0.5
938,1,5,0,0.75,10,0,0.75,9,0,0.5,13,1,0.5,8,0,0.5,14,1,0.75,11,0,0.5,2,0,0.5,4,0,0.75,6,0,0.5
938,2,10,0,0.75,14,0,0.75,2,0,0.5,13,1,0.5,6,1,0.5,5,1,0.75,9,0,0.5,11,0,0.5,4,0,0.75,8,0,0.5
939,1,12,0,0.5,9,1,0.75,14,0,0.5,3,0,0.5,10,0,0.75,13,0,0.5,6,0,0.75,8,0,0.75,11,0,1.0,2,0,0.5
939,2,6,1,0.75,8,0,0.75,2,1,0.5,13,0,0.5,3,0,0.5,11,0,1.0,14,0,0.5,9,1,0.75,12,0,0.5,10,0,0.75
940,1,9,0,0.5,1,1,0.0,7,1,1.0,6,0,0.75,5,0,0.5,3,0,0.0,4,0,0.25,10,0,0.5,2,0,0.5,8,0,0.25
940,2,5,0,0.5,8,0,0.25,2,0,0.5,9,0,0.5,6,0,0.75,7,0,1.0,3,0,0.0,10,0,0.5,4,0,0.25,1,0,0.0
941,1,4,1,1.0,9,0,0.5,11,1,0.25,12,0,0.25,10,0,0.75,6,0,0.25,1,0,0.5,3,0,0.5,7,0,0.5,13,0,0.5
941,2,6,0,0.25,7,0,0.5,1,0,0.5,3,1,0.5,12,0,0.25,4,0,1.0,13,0,0.5,9,0,0.5,11,0,0.25,10,0,0.75
942,1,2,0,0.25,1,1,0.75,6,0,0.5,9,0,0.5,13,0,0.5,11,0,0.5,7,0,0.5,14,0,0.5,4,0,0.75,15,0,0.5
942,2,13,1,0.5,7,0,0.5,2,1,0.25,4,1,0.75,9,0,0.5,1,0,0.75,15,0,0.5,11,0,0.5,14,0,0.5,6,0,0.5
943,1,2,1,1.0,16,1,1.0,12,0,0.5,3,1,0.5,11,0,0.25,14,0,0.5,5,0,1.0,15,0,0.75,8,0,0.25,4,0,0.5
943,2,4,0,0.5,16,0,1.0,5,0,1.0,3,0,0.5,14,0,0.5,11,0,0.25,2,0,1.0,8,0,0.25,15,0,0.75,12,0,0.5
944,1,11,0,0.25,1,0,0.5,13,0,0.5,14,1,0.5,7,0,0.5,4,0,0.5,2,1,0.5,6,0,1.0,5,0,0.5,3,0,0.75
944,2,6,1,1.0,2,0,0.5,5,0,0.5,7,1,0.5,4,0,0.5,13,1,0.5,1,0,0.5,3,0,0.75,14,0,0.5,11,0,0.25
945,1,16,1,0.5,13,0,0.5,1,0,0.5,8,0,1.0,7,0,0.0,15,0,1.0,11,0,0.5,9,0,0.5,2,0,0.75,12,0,0.25
945,2,12,0,0.25,2,0,0.75,1,0,0.5,16,0,0.5,7,0,0.0,8,0,1.0,13,1,0.5,9,0,0.5,15,0,1.0,11,0,0.5
946,1,3,1,0.5,8,0,0.5,15,0,1.0,7,0,0.75,1,0,0.25,4,0,0.25,17,0,0.5,10,0,0.5,14,0,0.75,9,0,0.25
946,2,9,0,0.25,14,0,0.75,10,0,0.5,15,0,1.0,7,0,0.75,8,0,0.5,3,0,0.5,1,0,0.25,4,0,0.25,17,0,0.5
947,1,2,0,0.75,7,1,0.75,12,1,0.75,8,0,1.0,1,0,0.25,3,0,0.5,6,0,0.5,11,0,0.25,4,0,0.5,10,0,0.25
947,2,4,0,0.5,11,0,0.25,8,1,1.0,12,0,0.75,7,0,0.75,6,0,0.5,2,0,0.75,3,0,0.5,1,0,0.25,10,0,0.25
948,1,6,0,0.75,10,0,0.25,12,0,0.5,13,0,0.25,14,0,0.75,9,0,1.0,8,1,0.5,1,0,0.5,2,0,0.5,3,0,0.25
948,2,10,0,0.25,8,0,0.5,2,0,0.5,1,0,0.5,12,0,0.5,9,1,1.0,3,0,0.25,14,0,0.75,13,0,0.25,6,0,0.75
949,1,8,0,0.75,6,0,1.0,11,0,0.5,3,1,1.0,7,0,0.5,1,0,0.5,10,0,0.25,12,0,0.0,5,0,0.5,14,0,0.5
949,2,12,0,0.0,7,1,0.5,11,0,0.5,5,0,0.5,14,0,0.5,10,0,0.25,8,0,0.75,1,0,0.5,3,0,1.0,6,0,1.0
950,1,15,0,0.25,12,0,0.0,3,1,0.75,13,0,0.5,5,0,0.25,11,0,0.25,2,0,1.0,10,0,0.5,14,0,0.25,8,1,0.25
950,2,11,0,0.25,8,0,0.25,15,0,0.25,14,0,0.25,10,0,0.5,2,0,1.0,3,0,0.75,13,1,0.5,5,0,0.25,12,0,0.0
951,1,9,0,0.25,2,1,1.0,6,1,0.25,3,0,0.25,10,0,0.25,12,0,0.25,11,0,0.5,5,0,0.5,13,1,0.5,4,0,0.5
