query_id,relevance_score,document_no,score
2163,0,12,0.1508632
2163,1,1,0.14971832
2164,1,16,3.43736801
2164,2,20,3.2278142
2164,2,38,2.57358109
2164,2,15,2.48754136
2164,2,25,2.26741191
2164,1,42,2.25819623
2164,3,8,2.20542017
2164,2,10,2.19024288
2164,1,32,2.19024288
2164,1,33,2.18279207
2165,0,5,2.20998075
2165,2,44,2.03978876
2165,2,9,2.03398622
2165,2,38,1.92096902
2165,1,64,1.87277951
2165,2,24,1.87149897
2165,0,59,1.81016911
2165,2,7,1.80102971
2165,1,28,1.79925501
2165,0,39,1.78508879
2166,4,20,4.18966266
2166,2,29,3.82642267
2166,1,25,3.80271081
2166,1,56,3.7415182
2166,3,55,3.66059395
2166,2,47,3.61626586
2166,2,26,3.60648903
2166,2,38,3.58956746
2166,1,18,3.54169318
2166,3,53,3.35353924
2167,0,58,1.79393323
2167,1,37,1.78408027
2167,2,61,1.73724629
2167,1,84,1.66032951
2167,1,49,1.65988531
2167,0,72,1.65645137
2167,0,38,1.6454764
2167,1,45,1.62495312
2167,0,75,1.62495312
2167,1,17,1.6247797
2168,3,8,2.75818472
2168,3,17,2.67916285
2168,0,10,2.63554035
2168,2,21,2.57984423
2168,3,23,2.56494688
2168,2,40,2.43356524
2168,2,20,2.43255607
2168,1,29,2.41932524
2168,1,36,2.39016469
2168,1,2,2.37896066
2169,1,15,2.28293668
2169,1,14,2.04150334
2169,0,8,2.03158629
2169,0,19,1.72789502
2169,0,27,1.72357074
2169,0,5,1.72311839
2169,0,38,1.64575761
2169,1,50,1.62386733
2169,0,41,1.60057849
2169,0,12,1.56018522
2170,4,4,4.80993112
2170,3,15,4.72604589
2170,3,55,4.47609501
2170,2,6,4.33879984
2170,3,70,4.29360837
2170,2,26,4.19960238
2170,3,21,4.17630236
2170,3,65,4.17499745
2170,3,56,4.08697217
2170,4,10,4.08552931
2171,1,29,3.95475555
2171,3,9,3.70148919
2171,2,7,3.52615042
2171,2,3,3.49855788
2171,1,24,3.49659161
2171,2,2,3.38872089
2171,2,44,3.25910597
2171,2,45,3.05711655
2171,2,37,3.05409006
2171,2,47,3.03727609
2172,3,1,4.14715693
2172,3,18,3.98239586
2172,2,2,3.76339111
2172,2,19,3.70125197
2172,2,27,3.60582728
2172,2,23,3.58510646
2172,2,13,3.46783119
2172,2,24,3.4367677
2172,2,11,3.35287168
2172,2,16,3.34092682
2173,2,15,2.77804463
2173,3,2,2.70065132
2173,2,23,2.6661712
2173,1,34,2.31331292
2173,0,22,2.07733819
2173,1,29,2.02737072
2173,2,39,1.96126656
2173,1,16,1.89590083
2173,2,27,1.88799662
2173,3,8,1.80696058
2174,4,21,3.59731166
2174,1,24,3.59731166
2174,3,11,3.39509851
2174,4,33,3.3946127
2174,2,32,3.3845689
2174,1,9,2.98548742
2174,0,40,1.82122564
2174,1,1,1.73098443
2174,1,19,1.64101555
2174,1,8,1.52268214
2175,2,46,3.75534763
2175,2,37,3.68245489
2175,3,34,3.58183619
2175,2,20,3.54927446
2175,3,41,3.35999663
2175,2,9,3.34516736
2175,3,56,3.33959826
2175,2,18,3.12239489
2175,2,15,2.95704175
2175,2,42,2.95535257
2176,1,21,3.86338095
2176,2,3,3.8122869
2176,2,49,3.77659438
2176,0,10,3.77283235
2176,1,19,3.71485409
2176,2,26,3.5806097
2176,1,37,3.56919466
2176,2,30,3.52783551
2176,2,38,3.4960311
2176,2,42,3.40441073
2177,0,32,1.95564763
2177,1,61,1.7760541
2177,0,17,1.75330792
2177,0,58,1.56810476
2177,0,49,1.54760444
2177,0,9,1.53682046
2177,0,59,1.51500209
2177,0,50,1.45172582
2177,0,56,1.4433216
2177,0,18,1.33471712
2178,3,23,3.71471724
2178,3,15,3.62495859
2178,1,35,2.9379924
2178,1,2,2.93407722
2178,3,6,2.93407722
2178,3,33,2.89475617
2178,1,20,2.78858005
2178,1,10,2.78282814
2178,3,1,2.69929447
2178,2,19,2.68555991
2179,3,47,3.46678122
2179,3,31,3.39293829
2179,3,1,3.35728521
2179,2,18,3.0233851
2179,1,34,2.98258934
2179,2,6,2.91896528
2179,1,37,2.91046224
2179,2,33,2.90575193
2179,4,28,2.87147843
2179,2,32,2.76834514
2180,1,62,2.66541502
2180,1,58,2.55164707
2180,2,1,2.53456425
2180,3,80,2.46335327
2180,2,43,2.44460542
2180,2,24,2.31400828
2180,2,49,2.30592872
2180,3,45,2.30543842
2180,1,69,2.30322317
2180,2,36,2.29410196
2181,2,20,3.88255769
2181,3,14,3.76525206
2181,3,42,3.5647165
2181,2,47,3.53266835
2181,1,36,3.53043931
2181,1,30,3.49404524
2181,2,45,3.44168903
2181,2,39,3.19367648
2181,1,11,3.19173711
2181,3,33,3.14745424
2182,1,9,1.04314449
2182,0,18,0.75747157
2182,1,25,0.75307633
2182,2,16,0.7362622
2182,0,3,0.72366369
2182,1,8,0.72355602
2182,0,21,0.70924415
2182,1,5,0.68031942
2182,1,7,0.63277416
2182,1,6,0.62821375
2183,2,26,2.55237303
2183,3,42,2.53487445
2183,2,16,2.42108784
2183,0,8,2.37789424
2183,2,1,2.33807919
2183,1,4,2.31523073
2183,2,29,2.25589161
2183,2,37,2.23168715
2183,0,53,2.16324487
2183,2,48,2.1506674
2184,3,76,3.42550935
2184,3,55,3.05348954
2184,0,77,2.95121528
2184,0,68,2.75369618
2184,1,60,2.71147107
2184,2,3,2.65509393
2184,2,16,2.48435111
2184,0,15,2.42962711
2184,2,14,2.41164902
2184,3,49,2.38886626
2185,3,45,3.4095738
2185,4,38,2.20435094
2185,3,22,2.10072174
2185,4,44,1.91843513
2185,4,41,1.87166068
2185,3,18,1.83384452
2185,3,33,1.80734826
2185,1,20,1.75994384
2185,3,26,1.74242988
2185,1,30,1.72356614
2186,1,18,2.0967625
2186,0,19,1.95589281
2186,2,1,1.90647659
2186,0,12,1.89707669
2186,1,30,1.82920913
2186,0,32,1.80416585
2186,0,14,1.75487711
2186,1,31,1.73147029
2186,2,28,1.7122173
2186,1,10,1.61779732
2187,2,14,2.14536488
2187,0,12,1.78329695
2187,2,30,1.70783054
2187,1,13,1.68769892
2187,2,25,1.67620732
2187,1,2,1.61389249
2187,1,7,1.60536049
2187,2,15,1.59062522
2187,2,6,1.58583171
2187,2,9,1.53357803
2188,2,34,3.3722687
2188,1,1,2.35082839
2188,3,21,2.21342145
2188,0,41,2.07390177
2188,2,6,2.03389196
2188,1,46,1.9778352
2188,2,17,1.95852263
2188,0,29,1.9162286
2188,1,25,1.88011853
2188,1,10,1.86090324
2189,0,19,2.58714931
2189,0,62,2.56305847
2189,2,49,2.55295985
2189,0,27,2.39108182
2189,1,53,2.39108182
2189,1,3,2.38039801
2189,2,2,2.37117484
2189,2,32,2.27131954
2189,1,39,2.26206919
2189,0,37,2.24195445
2190,2,53,3.28034616
2190,2,8,3.22685135
2190,1,59,3.00484498
2190,2,28,2.91401396
2190,1,29,2.89351992
2190,2,36,2.87564493
2190,2,55,2.80477228
2190,1,58,2.78895444
2190,2,66,2.56709629
2190,2,62,2.4630294
2191,1,28,3.53945287
2191,1,41,3.42807043
2191,2,16,3.34442872
2191,1,39,3.30364301
2191,1,40,3.20006978
2191,2,33,3.18511542
2191,2,29,3.1744088
2191,1,44,2.82101241
2191,2,34,2.79794214
2191,2,48,2.79021145
2192,0,34,0.84809873
2192,1,26,0.7648858
2192,0,32,0.76295397
2192,1,41,0.75247042
2192,1,21,0.71898764
2192,0,56,0.60189351
2192,1,36,0.55897278
2192,0,27,0.52655169
2192,1,44,0.51813933
2192,1,47,0.48064361
2193,1,71,2.02655234
2193,0,22,1.60167358
2193,1,30,1.59252693
2193,1,64,1.58366567
2193,0,24,1.50761173
2193,0,4,1.46191995
2193,0,2,1.40048063
2193,1,12,1.39283476
2193,0,52,1.29747748
2193,0,47,1.26224136
2194,3,14,3.30856138
2194,3,11,3.23206253
2194,1,42,3.16415158
2194,2,28,3.15889657
2194,3,5,3.05496131
2194,2,7,2.96878081
2194,3,30,2.92961985
2194,3,31,2.82572344
2194,2,12,2.76520154
2194,0,3,2.7274589
2195,1,44,3.80326329
2195,3,11,3.61119734
2195,2,28,3.42706747
2195,0,17,3.34835913
2195,1,45,3.3259124
2195,2,37,3.2959807
2195,2,6,3.25041707
2195,2,2,3.19997882
2195,0,24,3.18648537
2195,1,9,3.16826005
2196,0,74,2.32325941
2196,0,87,2.09704669
2196,1,26,1.92500798
2196,1,36,1.85093535
2196,1,72,1.65032926
2196,1,43,1.62327329
2196,1,41,1.59213551
2196,1,71,1.59065698
2196,0,57,1.58846702
2196,1,66,1.55277514
2197,3,21,3.08081378
2197,3,31,2.52232499
2197,1,13,2.42218706
2197,1,2,2.38535202
2197,0,27,2.36021888
2197,0,28,2.28787243
2197,0,30,2.28518828
2197,3,4,2.17137764
2197,1,19,2.10759241
2197,1,18,2.01238369
2198,4,29,4.15023654
2198,1,35,4.05836353
2198,2,18,4.04940136
2198,2,39,3.97370884
2198,1,17,3.88855744
2198,3,8,3.61953137
2198,2,11,3.61008961
2198,0,36,3.50311896
2198,2,21,3.46243425
2198,3,13,3.4598457
2199,2,31,4.03723749
2199,3,25,3.90527908
2199,2,2,3.35868599
2199,4,30,3.34503156
2199,3,3,3.33083597
2199,3,14,3.27162175
2199,3,6,3.2351804
2199,2,34,3.23155595
2199,2,38,3.21926327
2199,4,11,3.12423694
2200,2,34,2.4177352
2200,1,31,2.41116273
2200,2,3,2.14258947
2200,1,24,2.07834702
2200,2,2,1.9130563
2200,1,36,1.69031448
2200,1,5,1.67672868
2200,1,7,1.6480937
2200,2,43,1.63493634
2200,1,6,1.63285561
2201,2,29,3.97267321
2201,4,9,3.43000598
2201,1,1,3.31999859
2201,0,8,3.01873606
2201,1,11,3.00174112
2201,0,50,2.81930079
2201,2,46,2.78658297
2201,1,49,2.74933076
2201,3,5,2.72540065
2201,3,36,2.70525318
2202,4,31,3.38705501
2202,1,1,3.18632884
2202,2,35,3.18632884
2202,2,12,3.05230399
2202,3,16,2.95313646
2202,3,3,2.94527857
2202,3,17,2.94446542
2202,3,18,2.94399455
2202,3,6,2.93493587
2202,3,26,2.82041573
2203,2,22,3.70929783
2203,2,7,3.31726069
2203,1,48,3.17106015
2203,2,33,2.96557984
2203,2,47,2.9459472
2203,1,32,2.84819365
2203,0,3,2.81756907
2203,1,23,2.81411152
2203,1,64,2.81271225
2203,1,25,2.78487773
2204,2,3,4.09740344
2204,3,17,3.77695913
2204,1,8,3.73375442
2204,1,6,3.71349697
2204,2,32,3.70172287
2204,3,49,3.59536508
2204,1,18,3.58016261
2204,1,13,3.56306128
2204,0,36,3.52331662
2204,2,45,3.46917017
2205,2,13,2.9717497
2205,1,8,2.97107598
2205,1,33,2.52949794
2205,2,1,2.38467478
2205,2,30,2.10198331
2205,2,9,2.00474945
2205,1,7,1.77222153
2205,1,2,1.73043299
2205,2,18,1.6934969
2205,2,10,1.62217426
2206,1,14,0.8271438
2206,0,5,0.58691449
2206,1,1,0.58253145
2206,0,27,0.52309378
2206,0,9,0.48123021
2206,0,3,0.31620311
2206,0,24,0.30488098
2206,0,11,0.2690224
2206,0,32,0.26117745
2206,0,25,0.21713758
2207,1,30,4.20754944
2207,3,37,4.09790363
2207,3,2,4.04436991
2207,0,43,4.04143609
2207,1,44,4.02687875
2207,2,48,3.94337703
2207,2,31,3.92939906
2207,2,19,3.91262656
2207,2,3,3.87023191
2207,3,27,3.87012507
2208,4,34,3.81888538
2208,3,22,3.47147102
2208,2,10,3.46920482
2208,3,32,3.24689838
2208,2,29,3.22255213
2208,2,6,3.22030935
2208,3,37,3.17496736
2208,3,18,3.09801946
2208,3,16,2.95546819
2208,3,9,2.74671403
2209,2,21,2.71263269
2209,2,11,2.62061271
2209,2,52,2.3871658
2209,2,1,2.3577452
2209,1,15,2.22037865
2209,1,23,2.17603807
2209,1,41,2.17149864
2209,1,20,2.11346813
2209,0,19,2.09859717
2209,1,59,2.08959167
2210,4,3,3.21863056
2210,3,27,2.65392087
2210,1,9,2.46187731
2210,1,19,2.44215445
2210,0,11,2.42625288
2210,1,8,2.34378262
2210,1,7,2.21042989
2210,0,44,2.20255523
2210,1,41,2.16105433
2210,0,32,1.96512961
2211,3,16,3.49974153
2211,2,40,3.29245776
2211,2,17,3.19938969
2211,1,14,3.09867606
2211,1,6,3.01884034
2211,2,43,2.96064532
2211,2,2,2.84806005
2211,1,42,2.81507039
2211,1,13,2.79203917
2211,1,15,2.74351757
2212,4,16,3.92862823
2212,3,62,3.70655858
2212,2,31,3.63739947
2212,2,7,3.63459285
2212,3,45,3.52220855
2212,1,33,3.39421841
2212,1,35,3.39310198
2212,1,5,3.1438244
2212,3,57,3.04801062
2212,3,3,2.93658464
2213,2,4,4.08089201
2213,3,29,4.04649197
2213,3,35,3.80895231
2213,2,19,3.80490888
2213,2,17,3.66133658
2213,2,10,3.6084222
2213,3,8,3.53789438
2213,2,3,3.22174171
2213,3,22,3.19471062
2213,3,5,3.18552128
2214,2,61,2.25724782
2214,0,51,1.94499885
2214,3,11,1.81085147
2214,1,10,1.58847841
2214,2,43,1.47472981
2214,1,48,1.36319189
2214,2,39,1.18948949
2214,1,60,1.17793099
2214,0,55,1.15524851
2214,1,23,1.07965084
2215,0,8,2.44421914
2215,1,47,2.28450775
2215,0,56,2.22415916
2215,1,14,2.15264195
2215,0,1,2.11005829
2215,0,48,2.10269222
2215,0,23,2.04678234
2215,0,35,1.93209617
2215,0,44,1.92595678
2215,0,5,1.9070667
2216,2,51,3.41178293
2216,1,55,3.37542398
2216,1,84,3.15061744
2216,1,85,3.13208206
2216,1,19,2.90135558
2216,0,79,2.8033835
2216,1,48,2.69884875
2216,2,37,2.6974227
2216,0,32,2.68201575
2216,1,1,2.63942886
2217,1,27,1.21667364
2217,1,46,1.20955055
2217,0,4,1.13178692
2217,1,30,1.12002579
2217,1,32,1.09986275
2217,2,15,1.0505927
2217,1,17,1.02569568
2217,0,37,0.99987389
2217,1,38,0.99642499
2217,0,40,0.95042548
2218,1,26,1.59622093
2218,2,28,1.290584
2218,1,5,1.189541
2218,2,31,1.12116698
2218,1,16,1.08120421
2218,2,20,0.99143121
2218,2,15,0.85738612
2218,2,3,0.84149621
2218,1,12,0.75607914
2218,1,9,0.75443993
2219,4,32,3.15374514
2219,2,29,2.60182227
2219,3,51,2.54396262
2219,3,11,2.24329645
2219,1,39,2.20133703
2219,1,26,2.18537887
2219,2,17,2.15729488
2219,3,49,2.11326703
2219,1,4,1.9829134
2219,4,30,1.97316483
2220,4,35,4.61092006
2220,3,1,4.4614646
2220,4,30,4.28985329
2220,2,19,4.21085266
2220,2,32,3.8375929
2220,2,12,3.79333451
2220,2,16,3.77209161
2220,2,7,3.71614917
2220,2,22,3.67798586
2220,3,48,3.67544693
2221,2,54,3.88116289
2221,0,18,3.20100579
2221,3,21,3.17496307
2221,0,26,3.08817427
2221,3,12,2.92060247
2221,0,75,2.90223405
2221,1,4,2.82387146
2221,1,77,2.79882207
2221,1,66,2.74364114
2221,1,42,2.74224193
2222,4,17,3.38085938
2222,1,26,3.12632325
2222,4,16,2.93846525
2222,3,29,2.87116121
2222,2,22,2.83871572
2222,3,28,2.83871572
2222,1,39,2.76800337
2222,1,44,2.75943965
2222,3,3,2.424369
2222,2,37,2.42149323
2223,2,30,3.93658958
2223,2,9,3.75457738
2223,2,6,3.74062487
2223,1,37,3.7340799
2223,3,33,3.65038425
2223,3,13,3.6007392
2223,0,40,3.50960203
2223,4,39,3.49916237
2223,3,16,3.49588966
2223,2,15,3.47413239
2224,2,21,3.51625553
2224,1,48,3.45457026
2224,2,5,3.34022399
2224,2,22,3.30783081
2224,2,26,3.2441063
2224,2,46,3.14538896
2224,2,28,3.02672502
2224,2,3,2.92283109
2224,3,34,2.90522198
2224,1,14,2.88983708
2225,1,17,3.0474995
2225,3,23,2.87491829
2225,2,10,2.77974396
2225,2,26,2.75806727
2225,1,9,2.71136634
2225,3,34,2.6609973
2225,3,42,2.61263774
2225,2,31,2.54726783
2225,3,15,2.48623061
2225,2,47,2.44279962
2226,0,8,3.60965545
2226,4,44,3.60965545
2226,3,15,3.60299859
2226,3,37,3.59232773
2226,1,42,3.43284966
2226,2,6,3.39909388
2226,2,32,3.10856488
2226,2,1,2.98370717
2226,1,19,2.88102865
2226,2,16,2.87964127
2227,1,36,4.44517517
2227,1,51,4.31320098
2227,3,30,4.30388129
2227,2,40,4.24639061
2227,4,45,4.13386081
2227,1,48,4.13026493
2227,2,27,4.11203065
2227,1,3,4.08641468
2227,3,25,4.0246561
2227,4,49,4.01086973
2228,0,16,1.8989305
2228,1,12,1.81894958
2228,1,20,1.74751174
2228,1,9,1.5994275
2228,1,17,1.5369918
2228,1,4,1.50720303
2228,0,5,1.44775
2228,1,26,1.44775
2228,0,10,1.36271546
2228,0,2,1.26860003
2229,0,34,2.74830886
2229,0,5,2.71084542
2229,2,25,2.59176206
2229,0,9,2.39992094
2229,1,20,2.31351446
2229,2,66,2.30356041
2229,0,24,2.29102893
2229,1,47,2.2615785
2229,0,37,2.21789156
2229,1,60,2.21043341
2231,1,7,2.84088893
2231,1,24,2.80429224
2231,2,45,2.7334326
2231,2,49,2.65995213
2231,2,38,2.51905508
2231,1,33,2.42707318
2231,1,40,2.30860533
2231,0,43,2.30541188
2231,1,39,2.29056023
2231,1,15,2.28136653
2232,0,2,1.06524892
2232,1,4,-0.25303226
2232,0,7,-0.35600082
2232,0,9,-0.4295683
2232,1,10,-0.46873884
2232,1,8,-0.5286967
2232,1,1,-0.56188996
2232,1,5,-0.58031732
2232,0,6,-0.58031732
2232,1,3,-0.59815041
2233,2,39,4.671354
2233,3,32,4.62453597
2233,1,25,4.18824419
2233,1,15,4.1416391
2233,1,40,3.87961558
2233,0,34,3.83695488
2233,1,17,3.78923077
2233,2,3,3.76357505
2233,2,13,3.74733861
2233,2,7,3.58891714
2235,2,18,2.20584409
2235,0,20,2.10850517
2235,1,7,2.09802021
2235,1,68,2.05066585
2235,1,60,1.99607747
2235,2,45,1.93988898
2235,2,22,1.93200278
2235,0,5,1.84365276
2235,3,46,1.82351973
2235,1,23,1.77983431
2236,2,37,3.63166949
2236,0,21,3.22975468
2236,2,46,3.22975468
2236,2,55,3.18565647
2236,1,54,3.17940667
2236,1,52,3.17700722
2236,1,42,3.13459863
2236,2,15,2.96275964
2236,3,16,2.9446936
2236,1,33,2.91132151
2237,2,17,3.75257407
2237,2,29,3.55972479
2237,2,55,3.55870156
2237,2,59,3.22506647
2237,2,42,2.77880729
2237,2,13,2.68739182
2237,2,56,2.66301115
2237,2,5,2.572921
2237,2,24,2.55156409
2237,1,9,2.50019854
2238,4,51,3.09638113
2238,1,32,2.94815506
2238,3,28,2.55042751
2238,2,48,2.54477089
2238,1,10,2.51267816
2238,3,58,2.48689483
2238,1,7,2.46249511
2238,2,23,2.40079532
2238,2,9,2.36651226
2238,2,60,2.27067922
2239,2,3,3.33227905
2239,3,24,3.29647536
2239,2,40,3.23749459
2239,2,12,3.18707731
2239,2,37,3.09521875
2239,2,22,3.07164704
2239,2,39,3.0340439
2239,2,59,2.99708104
2239,1,53,2.94464325
2239,2,61,2.92342466
2240,3,78,3.16198079
2240,3,36,2.83178397
2240,3,35,2.68641538
2240,3,69,2.68232033
2240,2,84,2.65385334
2240,1,22,2.63186441
2240,1,59,2.57606904
2240,2,71,2.57606904
2240,3,81,2.56776807
2240,2,17,2.52935953
2241,2,32,3.78612388
2241,1,7,3.36721914
2241,2,26,3.20735026
2241,1,15,3.07899201
2241,0,43,2.85541014
2241,1,4,2.82783773
2241,1,24,2.72509081
2241,0,5,2.70830638
2241,1,40,2.69754776
2241,0,11,2.67776418
2242,3,11,3.25323664
2242,2,24,2.85137332
2242,2,16,2.83123099
2242,2,1,2.82876902
2242,1,2,2.82876902
2242,2,8,2.79530748
2242,2,23,2.77864441
2242,1,31,2.72232465
2242,1,41,2.6836604
2242,2,7,2.65714456
2243,3,3,4.23831316
2243,3,50,4.0134169
2243,3,6,3.85768755
2243,1,48,3.80441217
2243,3,29,3.76575747
2243,3,51,3.72133491
2243,2,42,3.71913505
2243,2,49,3.685279
2243,2,13,3.66189171
2243,1,52,3.65137793
2244,3,41,4.17158345
2244,4,27,4.08629339
2244,4,10,3.89494398
2244,0,29,3.86870044
2244,2,19,3.78025669
2244,2,32,3.76390451
2244,2,15,3.75011409
2244,2,23,3.71983428
2244,3,9,3.69544176
2244,3,12,3.67074998
2245,2,54,3.38496097
2245,4,27,3.35386004
2245,4,15,3.29189673
2245,3,30,3.28338644
2245,2,8,3.27606881
2245,3,35,3.2571859
2245,4,23,3.10396955
2245,3,65,3.0517858
2245,3,4,3.04577937
2245,2,57,3.00919327
2246,3,18,2.49384653
2246,2,1,2.47349754
2246,1,4,2.42792186
2246,2,42,2.42792186
2246,2,6,2.40442689
2246,2,17,2.35805971
2246,2,23,2.33610998
2246,0,46,2.33610998
2246,3,29,2.32392512
2246,3,33,2.29459696
2247,3,1,4.61801304
2247,2,26,4.37560474
2247,2,8,4.11996744
2247,2,21,3.96370096
2247,2,36,3.96085844
2247,2,28,3.94288094
2247,2,3,3.94090077
2247,2,19,3.80985767
2247,3,25,3.78309135
2247,1,4,3.67480828
2248,1,26,1.5408899
2248,1,14,1.08291674
2248,1,8,0.88184192
2248,2,3,0.85364388
2248,2,32,0.81410515
2248,1,34,0.80874422
2248,0,30,0.80653115
2248,1,21,0.74776119
2248,1,19,0.68005519
2248,1,29,0.67814637
2249,2,32,4.39330124
2249,1,14,4.32941291
2249,2,20,4.32941291
2249,2,47,4.31546293
2249,0,28,4.2849558
2249,1,11,4.25378537
2249,2,36,4.23130018
2249,2,29,4.09589221
2249,2,45,3.8382579
2249,2,52,3.81407563
2250,3,24,4.34643177
2250,2,7,3.79157754
2250,2,18,3.65956199
2250,2,32,3.53209802
2250,1,8,3.48335482
2250,3,30,3.47060966
2250,2,34,3.40626073
2250,0,17,3.29454057
2250,2,40,3.26656856
2250,2,15,3.23207143
2251,0,9,0.19074265
2251,0,15,0.10170776
2251,0,3,0.0977881
2251,0,2,0.09453582
2251,0,11,0.0867925
2251,0,7,0.08501293
2251,0,16,0.08233566
2251,0,13,0.08231978
2251,0,20,0.07618665
2251,0,10,0.07044744
2252,2,47,2.46235622
2252,3,22,2.41194905
2252,1,3,2.33693327
2252,0,25,2.25648008
2252,0,6,2.11484432
2252,1,24,2.01190039
2252,0,27,2.00119034
2252,0,48,1.96844131
2252,3,33,1.93626012
2252,3,58,1.90711293
2253,2,5,3.78683024
2253,1,26,3.64613905
2253,3,52,3.52181261
2253,1,41,3.5141641
2253,0,15,3.4861008
2253,2,9,3.44867662
2253,1,16,3.38279006
2253,2,24,3.33126957
2253,1,49,3.28705287
2253,1,25,3.25732798
2254,1,17,3.42914665
2254,1,4,3.36271075
2254,0,7,3.18570526
2254,2,14,3.14906484
2254,2,47,3.12633039
2254,2,11,3.09741132
2254,2,28,3.00849607
2254,2,48,2.92940836
2254,2,55,2.81455902
2254,2,1,2.74510946
2255,1,33,2.81287025
2255,1,40,2.64205669
2255,0,30,2.60987403
2255,1,32,2.58815851
2255,0,36,2.56086276
2255,0,6,2.51965265
2255,1,29,2.4692009
2255,0,20,2.44667752
2255,1,8,2.41071402
2255,1,25,2.37306301
2256,2,50,2.30389844
2256,0,17,2.22889035
2256,2,41,2.13671184
2256,1,19,2.07451359
2256,1,5,2.04993418
2256,2,66,1.98482885
2256,1,31,1.90955204
2256,0,63,1.84374353
2256,1,15,1.83629062
2256,1,1,1.76996215
2257,2,5,4.12770664
2257,1,28,4.0851038
2257,2,37,3.96833155
2257,1,9,3.84003431
2257,2,27,3.70974166
2257,3,14,3.65212231
2257,0,24,3.31784658
2257,2,34,3.16867787
2257,2,18,3.12584969
2257,0,19,3.08698108
2258,2,2,4.49811164
2258,3,18,4.05054331
2258,3,24,3.58911675
2258,2,1,3.49005385
2258,3,17,3.39543532
2258,3,4,3.19551444
2258,2,11,3.07981907
2258,1,14,3.05960008
2258,2,19,3.05234614
2258,2,27,2.9605799
2259,0,33,3.38328196
2259,3,31,3.34065418
2259,2,22,3.10593487
2259,2,36,2.90534435
2259,2,37,2.72367142
2259,3,5,2.64472538
2259,1,3,2.59411401
2259,2,19,2.54648135
2259,3,13,2.48914102
2259,2,2,2.45521497
2260,2,26,4.10061856
2260,2,24,3.84385444
2260,2,19,3.61523076
2260,2,29,3.55275122
2260,2,17,3.53154808
2260,2,44,3.46966342
2260,3,32,3.44775693
2260,1,14,3.41587508
2260,2,13,3.40067971
2260,1,6,3.33712079
2261,0,30,0.69354687
2261,0,16,0.52537999
2261,0,28,0.41537601
2261,0,25,0.36418242
2261,0,27,0.3498645
2261,0,14,0.34471304
2261,0,35,0.32597501
2261,0,24,0.30893836
2261,0,39,0.27650455
2261,0,5,0.23695546
2262,4,3,4.38261164
2262,2,7,3.59281941
2262,2,11,3.34907271
2262,2,39,3.08260731
2262,2,15,3.03263171
2262,3,37,2.9972656
2262,0,40,2.96686186
2262,1,35,2.9611114
2262,2,12,2.81431494
2262,0,46,2.78047199
2263,2,28,4.13327818
2263,2,22,4.09470939
2263,3,35,3.65596246
2263,2,13,3.50591485
2263,2,7,3.39214122
2263,2,32,3.15867299
2263,2,39,3.1525048
2263,3,48,3.1402706
2263,2,14,3.12118881
2263,2,47,3.120585
2264,3,34,4.10642759
2264,3,51,3.88417607
2264,2,10,3.77392455
2264,3,48,3.75953981
2264,2,30,3.56838521
2264,3,8,3.51918601
2264,2,16,3.5185466
2264,2,49,3.47749638
2264,2,47,3.0883595
2264,1,31,3.04476171
2265,2,14,3.44663406
2265,4,4,3.44477056
2265,3,5,3.41583848
2265,1,44,3.40211449
2265,3,38,3.38549318
2265,1,40,3.37539014
2265,4,33,3.22017051
2265,2,15,3.21104618
2265,2,25,3.1543903
2265,3,26,3.09751913
2266,2,8,2.63239483
2266,0,5,2.60870789
2266,0,42,2.53538151
2266,0,36,2.43997945
2266,0,19,2.43563044
2266,1,39,2.43336835
2266,0,18,2.40039264
2266,0,10,2.38019466
2266,0,26,2.37987414
2266,0,13,2.37748334
2267,3,2,4.52759122
2267,3,34,4.40025888
2267,4,1,4.05502358
2267,2,21,3.91043535
2267,2,9,3.86962671
2267,2,14,3.82238301
2267,3,27,3.81134877
2267,4,31,3.79602043
2267,4,13,3.74742453
2267,4,7,3.68570962
2268,1,4,1.81434903
2268,1,23,1.71691016
2268,0,29,1.66327975
2268,1,2,1.56858264
2268,2,34,1.49779828
2268,1,7,1.49738539
2268,2,16,1.41480833
2268,2,15,1.40990423
2268,1,11,1.40383188
2268,1,24,1.40178898
2269,3,4,1.96449163
2269,0,82,1.87462349
2269,1,76,1.77176177
2269,1,34,1.5582737
2269,1,45,1.5218944
2269,0,56,1.46138676
2269,1,23,1.42089454
2269,1,13,1.41626406
2269,1,21,1.4160858
2269,1,83,1.36869861
2270,1,48,2.55122233
2270,1,11,2.4193528
2270,1,64,2.31911137
2270,1,51,2.28486492
2270,1,99,1.99794393
2270,1,63,1.98129268
2270,1,32,1.78997867
2270,1,88,1.75312262
2270,1,56,1.73996415
2270,1,16,1.73438728
2271,2,36,3.22105837
2271,3,34,3.07832778
2271,2,27,3.02893726
2271,3,10,2.99794498
2271,1,39,2.93503149
2271,2,19,2.79213053
2271,2,13,2.76031782
2271,2,31,2.74828018
2271,1,2,2.73943644
2271,2,8,2.73606467
2272,3,6,3.12259453
2272,2,37,2.99842396
2272,2,8,2.963832
2272,1,31,2.81326946
2272,1,36,2.73619701
2272,1,9,2.69852774
2272,1,24,2.68809345
2272,0,34,2.64906976
2272,2,35,2.56820408
2272,3,30,2.48502125
2273,1,42,2.21496935
2273,1,19,2.06473028
2273,1,43,1.69181517
